customer_key,segment,cluster,hc_cluster,recency_days,tenure_yrs,orders_per_yr,bottles_per_yr,avg_btl_price,tasting_per_yr,events_per_yr,wine_variety,club_order_share,pickup_share,online_share,spend_per_yr,net_spend,n_orders,first_order,last_order,in_ca,local_slo
2689,Remote Collectors,3,3,80,7.047227926078029,2.9290296712109063,26.5077185244587,86.86187845303867,0.4393544506816359,0,11,0.45,0.35,0.2,2302.5102245388935,15722,20,2018-10-14,2025-08-12,TRUE,FALSE
2693,Remote Collectors,3,3,84,7.0718685831622174,2.046218487394958,12.131152460984394,80.7710843373494,0.8769507803121248,0,12,0.2857142857142857,0.42857142857142855,0.21428571428571427,979.8463385354141,6704,14,2018-10-05,2025-08-08,TRUE,FALSE
2694,Remote Collectors,3,3,80,7.0746064339493495,2.042132587859425,10.939996006389777,81.16,0.2917332268370607,0,10,0.5,0.14285714285714285,0.14285714285714285,887.8900758785943,6087,14,2018-10-04,2025-08-12,TRUE,FALSE
2695,Lapsing Members,4,3,1180,7.0718685831622174,1.8223449750534568,11.975409836065573,77.21739130434783,0.5206699928724162,0,6,0.5714285714285714,0.14285714285714285,0.14285714285714285,924.7099073414112,3552,7,2018-10-05,2022-08-08,FALSE,FALSE
2697,Lapsing Members,4,3,80,7.0718685831622174,1.1673991210547343,7.004394726328406,81.25,0.1459248901318418,0,5,0.875,0,0,569.107071514183,3900,8,2018-10-05,2025-08-12,FALSE,FALSE
2699,Remote Collectors,3,3,84,7.0718685831622174,2.192376950780312,10.669567827130852,79.46575342465754,0.4384753901560624,0,9,0.3333333333333333,0.06666666666666667,0.4666666666666667,902.6746698679472,6176,15,2018-10-05,2025-08-08,FALSE,FALSE
2701,Lapsing Members,4,3,110,7.0718685831622174,1.1815608572583907,6.055499393449252,68.53658536585365,0,0,8,0.375,0.25,0.125,415.0232511120097,2810,8,2018-10-05,2025-07-13,FALSE,FALSE
2703,Estate Regulars,1,2,80,7.066392881587953,3.94312275089964,17.671031587365054,83.23140495867769,2.1906237504998,0.14604158336665335,11,0.2962962962962963,1,0.037037037037037035,1483.0405957616954,10154.92,27,2018-10-07,2025-08-12,TRUE,FALSE
2704,Remote Collectors,3,3,80,7.069130732375085,2.3357314148681056,17.51798561151079,85.325,0.1459832134292566,0,10,0.875,0.0625,0,1494.7221223021584,10239,16,2018-10-06,2025-08-12,FALSE,FALSE
2709,Lapsing Members,4,3,1180,7.069130732375085,1.5631241084165477,10.16030670470756,77.61538461538461,0.2605206847360913,0,6,0.6666666666666666,0.16666666666666666,0.16666666666666666,788.5961126961483,3027,6,2018-10-06,2022-08-08,TRUE,FALSE
2711,Lapsing Members,4,1,1180,7.066392881587953,3.1284796573875804,13.556745182012849,75.17307692307692,0.7821199143468951,0.2607066381156317,11,0.3333333333333333,0.5,0.16666666666666666,1087.172751605996,4170.1,12,2018-10-07,2022-08-08,TRUE,FALSE
2712,Remote Collectors,3,1,809,7.066392881587953,2.4734762979683973,51.53075620767494,76.32,0.8244920993227991,0.20612302483069977,10,0.25,0.5833333333333334,0.25,3932.8273137697515,19080,12,2018-10-07,2023-08-14,TRUE,FALSE
2713,Lapsing Members,4,3,80,7.066392881587953,2.044582167133147,8.7624950019992,78.83333333333333,0.7302079168332667,0,7,0.42857142857142855,0.9285714285714286,0,704.393606557377,4823.24,14,2018-10-07,2025-08-12,TRUE,FALSE
2715,Lapsing Members,4,3,81,7.063655030800821,2.3385354141656665,9.061824729891956,87.29032258064517,0.14615846338535415,0.14615846338535415,10,0.5625,0.0625,0,793.2019807923169,5427,16,2018-10-08,2025-08-11,FALSE,FALSE
2716,Remote Collectors,3,3,647,7.02258726899384,3.0469238790406674,16.94851407716371,79.6067415730337,0.5712982273201251,0.1904327424400417,9,0.4375,0.375,0.1875,1349.2159801876955,7085,16,2018-10-23,2024-01-23,TRUE,FALSE
2720,Estate Regulars,1,2,84,6.973305954825462,4.300548112058465,45.52649208282582,88.28013029315962,1.3346528623629719,0.44488428745432396,12,0.1724137931034483,0.5517241379310345,0.41379310344827586,4183.6918392204625,28212,29,2018-11-10,2025-08-08,TRUE,FALSE
2722,Lapsing Members,4,3,263,7.052703627652293,1.5791180285343709,15.15953307392996,87.47916666666667,0,0,10,0.8,0,0,1326.1433203631648,8398,10,2018-10-12,2025-02-10,FALSE,FALSE
2725,Remote Collectors,3,3,86,7.052703627652293,2.6403614457831326,18.189156626506023,85.7741935483871,0.733433734939759,0,11,0.6111111111111112,0.2777777777777778,0.05555555555555555,1560.1602409638554,10636,18,2018-10-12,2025-08-06,FALSE,FALSE
2726,Lapsing Members,4,3,915,7.044490075290897,1.7623642943305189,6.608866103739445,77.43333333333334,0.4405910735826297,0,8,0.375,0.625,0,518.278294632087,2352.65,8,2018-10-15,2023-04-30,TRUE,FALSE
2731,Lapsing Members,4,3,87,7.047227926078029,1.1749095295536791,6.6088661037394445,80.55555555555556,0.1468636911942099,0,6,0.625,0.125,0.25,532.3808805790109,3625,8,2018-10-14,2025-08-05,TRUE,FALSE
2732,Lapsing Members,4,3,73,6.425735797399041,1.6062005277044853,7.70976253298153,81.625,0.16062005277044855,0.16062005277044855,6,0.6,0.3,0,631.7186675461741,3933,10,2019-05-29,2025-08-19,TRUE,FALSE
2733,Lapsing Members,4,3,80,7.047227926078029,1.1716118684843624,7.029671210906175,81.25,0.1464514835605453,0,5,0.875,0,0,571.1607858861267,3900,8,2018-10-14,2025-08-12,FALSE,FALSE
2734,Lapsing Members,4,3,1180,7.017111567419575,1.3204989154013016,6.866594360086768,74.23076923076923,0.5281995661605207,0,7,0.6,0.2,0,534.3372451193059,2023.24,5,2018-10-25,2022-08-08,FALSE,FALSE
2735,Estate Regulars,1,2,63,7.047227926078029,3.9274193548387095,20.946236559139784,83.75277777777778,1.454599761051374,0.43637992831541217,12,0.3333333333333333,0.7407407407407407,0.14814814814814814,1895.4656750298684,13030.84,27,2018-10-14,2025-08-29,TRUE,FALSE
2736,Remote Collectors,3,3,87,7.044490075290897,2.3507642799678194,26.446098149637972,83.03888888888889,0.4407683024939662,0,12,0.3125,0.125,0.5625,2286.1182622687047,15560,16,2018-10-15,2025-08-05,FALSE,FALSE
2737,Lapsing Members,4,3,1180,7.047227926078029,2.096126255380201,8.646520803443329,76.27272727272727,0.7860473457675753,0,6,0.5,0.375,0,671.7088988522238,2563.62,8,2018-10-14,2022-08-08,FALSE,FALSE
2739,Remote Collectors,3,3,1187,7.044490075290897,2.3717532467532467,17.129329004329005,79.87692307692308,0,0,10,0.4444444444444444,0,0.4444444444444444,1368.2380952380952,5192,9,2018-10-15,2022-08-01,FALSE,FALSE
2742,Remote Collectors,3,3,95,7.044490075290897,2.210956416464891,27.41585956416465,81.96236559139786,0.14739709443099275,0,12,0.3333333333333333,0,0.5333333333333333,2247.068704600484,15245,15,2018-10-15,2025-07-28,FALSE,FALSE
27437,Estate Regulars,1,2,67,9.141683778234086,4.465158924205379,61.842451100244496,80.55595667870035,0.7814028117359413,1.1162897310513447,13,0.025,1,0.375,5182.02679400978,46421.880000000005,40,2016-09-09,2025-08-25,TRUE,TRUE
27442,Estate Regulars,1,2,92,5.700205338809035,3.854396984924623,22.9428391959799,90.992,0.3670854271356784,1.2847989949748744,12,0,1,0.6190476190476191,2284.005527638191,12444,21,2020-02-18,2025-07-31,TRUE,FALSE
2747,Lapsing Members,4,3,1180,7.008898015058179,2.117391304347826,16.67445652173913,81.47619047619048,0.26467391304347826,0,10,0.875,0,0,1358.5711956521739,5133,8,2018-10-28,2022-08-08,FALSE,FALSE
27471,Estate Regulars,1,3,268,12.120465434633813,10.18730464053859,60.77254147631642,50.369219653179194,1.1416806924741525,1.4051454676604953,13,0.008620689655172414,0.9741379310344828,0.1206896551724138,3230.7473443135364,36787.619999999995,116,2013-09-17,2025-02-05,TRUE,TRUE
2751,Remote Collectors,3,3,80,7.036276522929501,1.9069277108433735,22.00301204819277,89.68,0,0,9,0.9230769230769231,0,0,1973.2301204819275,13452,13,2018-10-18,2025-08-12,FALSE,FALSE
2752,Lapsing Members,4,3,1180,7.036276522929501,2.3649280575539566,18.919424460431653,81.41666666666667,0,0,8,0.8888888888888888,0,0,1540.3564748201438,5862,9,2018-10-18,2022-08-08,FALSE,FALSE
2753,Lapsing Members,4,3,1180,7.036276522929501,1.3138489208633093,7.883093525179856,77.8,0.26276978417266184,0,5,0.8,0,0,613.3046762589928,2334,5,2018-10-18,2022-08-08,FALSE,FALSE
2755,Lapsing Members,4,3,444,7.0335386721423685,2.4063529411764706,16.500705882352943,85.9375,0,0,8,0.7142857142857143,0.07142857142857142,0,1418.0294117647059,8250,14,2018-10-19,2024-08-13,FALSE,FALSE
2757,Remote Collectors,3,3,80,7.0335386721423685,3.2284049819204497,23.479308959421452,88.31875,0.5869827239855363,0.29349136199276815,11,0.5,0.3181818181818182,0,2164.4929248694257,14749.960000000001,22,2018-10-19,2025-08-12,TRUE,FALSE
2758,Estate Regulars,1,1,809,6.978781656399726,3.3586206896551722,17.842672413793103,81.58823529411765,0.41982758620689653,0.8396551724137931,11,0.25,0.875,0.3125,1573.186327586207,7494.4400000000005,16,2018-11-08,2023-08-14,TRUE,FALSE
2764,Remote Collectors,3,3,87,7.030800821355236,2.061064087061669,16.782950423216445,85.36842105263158,0.14721886336154777,0,9,0.7142857142857143,0.07142857142857142,0.14285714285714285,1432.733978234583,9732,14,2018-10-20,2025-08-05,TRUE,FALSE
2769,Estate Regulars,1,2,90,7.011635865845311,5.7647713476325375,17.7377579927155,84.19166666666666,2.2172197490894376,1.3303318494536625,12,0.23076923076923078,1,0.1794871794871795,1703.139612505059,11522.130000000001,39,2018-10-27,2025-08-02,TRUE,FALSE
2770,Lapsing Members,4,1,444,6.083504449007529,1.4379921259842519,8.011670416197974,80.84615384615384,0.4108548931383577,0,6,0.7142857142857143,0.2857142857142857,0,647.7127390326209,3153,7,2019-10-01,2024-08-13,TRUE,FALSE
2772,Remote Collectors,3,3,80,7.02258726899384,1.9107645875251509,22.047283702213278,89.26,0.14698189134808853,0,11,0.8461538461538461,0.07692307692307693,0,1967.9405432595572,13389,13,2018-10-23,2025-08-12,TRUE,FALSE
2773,Remote Collectors,3,3,1180,7.017111567419575,2.640997830802603,16.11008676789588,79.59016393442623,0.26409978308026033,0,11,0.4,0,0.3,1282.2044468546637,4855,10,2018-10-25,2022-08-08,FALSE,FALSE
2774,Lapsing Members,4,3,438,7.006160164271047,2.066478076379066,17.048444130127297,76.91717171717171,0.1722065063649222,0,11,0.5,0.5,0,1311.3181046676095,7614.8,12,2018-10-29,2024-08-19,TRUE,FALSE
2775,Lapsing Members,4,1,816,7.014373716632443,1.8827319587628866,10.250429553264604,78.57142857142857,0.41838487972508587,0,7,0.4444444444444444,0.2222222222222222,0.3333333333333333,805.3908934707904,3850,9,2018-10-26,2023-08-07,TRUE,FALSE
2779,Lapsing Members,4,3,581,7.008898015058179,1.4765032844871147,7.7516422435573515,74.30952380952381,0.18456291056088933,0.18456291056088933,8,0.5,0.25,0.125,576.0208438605356,3121,8,2018-10-28,2024-03-29,FALSE,FALSE
2780,Lapsing Members,4,3,84,7.008898015058179,1.4751615508885298,13.866518578352181,72.06382978723404,0.147516155088853,0,8,0.6,0,0.3,999.2744345718902,6774,10,2018-10-28,2025-08-08,FALSE,FALSE
2781,Lapsing Members,4,1,1180,7.008898015058179,2.117391304347826,9.528260869565218,70.16666666666667,0.7940217391304347,0,7,0.25,0.25,0,709.5537065217392,2680.86,8,2018-10-28,2022-08-08,TRUE,FALSE
2782,Lapsing Members,4,3,816,6.9869952087611225,1.2623847926267282,6.101526497695853,75.0206896551724,0.42079493087557607,0,8,0.3333333333333333,0,0.3333333333333333,457.7407258064516,2175.6,6,2018-11-05,2023-08-07,FALSE,FALSE
2783,Remote Collectors,3,3,87,7.008898015058179,2.806207035988678,14.917205822887182,80.78217821782178,0.29539021431459767,0.14769510715729883,10,0.3157894736842105,0.42105263157894735,0.3684210526315789,1205.044379296401,8159,19,2018-10-28,2025-08-05,TRUE,FALSE
2784,Lapsing Members,4,3,330,7.000684462696783,0.6560395150426582,2.296138302649304,78.5,0.3280197575213291,0,3,0.5,0.5,0,194.01056578356534,1182.92,4,2018-10-31,2024-12-05,FALSE,FALSE
2785,Lapsing Members,4,3,809,6.997946611909651,1.0453634802518603,6.2721808815111615,79.2,0.20907269605037207,0,6,0.8,0.2,0,496.75672581568404,2376,5,2018-11-01,2023-08-14,FALSE,FALSE
2787,Lapsing Members,4,3,60,6.995208761122519,1.7567134268537075,9.076352705410821,74.01612903225806,0.29278557114228454,0.43917835671342687,10,0.16666666666666666,1,0.08333333333333333,755.240380761523,5159,12,2018-11-02,2025-09-01,TRUE,TRUE
2794,Remote Collectors,3,3,80,6.9897330595482545,2.6585119288313788,27.471289931257584,89.85483870967742,0.4430853214718965,0,11,0.7777777777777778,0.16666666666666666,0,2516.6271471896484,17039.34,18,2018-11-04,2025-08-12,TRUE,FALSE
2795,Estate Regulars,1,2,211,8.928131416837783,5.5086885245901644,18.681639344262297,86.92948717948718,1.7963114754098362,0.958032786885246,12,0.043478260869565216,0.9565217391304348,0.13043478260869565,1728.236060655738,14431.54,46,2016-11-26,2025-04-03,TRUE,TRUE
2797,Remote Collectors,3,3,92,6.9869952087611225,2.672560975609756,26.428658536585363,83.96067415730337,0.2969512195121951,0,12,0.2222222222222222,0.05555555555555555,0.3888888888888889,2218.967987804878,14945,18,2018-11-05,2025-07-31,FALSE,FALSE
2799,Remote Collectors,3,3,81,6.981519507186858,2.219015795868773,11.390947752126367,75.15584415584415,0.1479343863912515,0,8,0.4,0.2,0.4,859.0549817739976,5807,15,2018-11-07,2025-08-11,FALSE,FALSE
2802,Estate Regulars,1,2,974,4.832306639288158,4.155815423514539,13.852718078381795,83.26666666666667,0.9235145385587863,0.46175726927939315,9,0.3333333333333333,0.6666666666666666,0,1416.671302149178,3068,9,2020-12-31,2023-03-02,TRUE,TRUE
2803,Lapsing Members,4,3,84,6.973305954825462,2.0761266747868454,9.045980511571255,87.04918032786885,0.7414738124238733,0,8,0.35714285714285715,0.42857142857142855,0.07142857142857142,798.5064951278928,5384.59,14,2018-11-10,2025-08-08,TRUE,FALSE
2808,Lapsing Members,4,3,55,6.973305954825462,1.4656902086677368,7.621589085072231,79.96153846153847,0.439707062600321,0,7,0.6,0.4,0.1,609.4339887640449,4158,10,2018-11-10,2025-09-06,TRUE,FALSE
2809,Lapsing Members,4,3,1180,6.973305954825462,1.3359546452084856,7.48134601316752,75.82142857142857,0.5343818580833943,0,7,0.6,0.4,0,567.246342355523,2123,5,2018-11-10,2022-08-08,TRUE,FALSE
2811,Lapsing Members,4,3,80,6.973305954825462,1.0363802188893392,3.701357924604783,84.32,0.5922172679367653,0.14805431698419133,6,0.2857142857142857,0.5714285714285714,0.14285714285714285,320.380658694771,2163.94,7,2018-11-10,2025-08-12,TRUE,FALSE
2812,Estate Regulars,1,2,80,6.973305954825462,5.7741183623834615,30.499189298743413,83.70388349514563,2.0727604377786784,1.1844345358735306,12,0.15384615384615385,0.8205128205128205,0.2564102564102564,2912.6725780299957,19673,39,2018-11-10,2025-08-12,TRUE,FALSE
2813,Remote Collectors,3,3,277,6.97056810403833,2.253635962979286,18.99493168796827,84.13559322033899,0.16097399735566328,0,12,0.7142857142857143,0,0.07142857142857142,1598.1498457470252,9928,14,2018-11-11,2025-01-27,FALSE,FALSE
2814,Lapsing Members,4,3,437,6.973305954825462,1.9041469194312797,11.94419431279621,65.08695652173913,0.865521327014218,0,7,0.45454545454545453,0.45454545454545453,0,790.3248341232229,4565.6,11,2018-11-10,2024-08-20,FALSE,FALSE
28141,Remote Collectors,3,3,445,9.921971252566735,2.41278703994967,10.914988990248506,78.51473684210526,0.4595784837999371,0.11489462094998427,10,0.19047619047619047,0.3333333333333333,0.42857142857142855,856.9874882038378,7458.9,21,2015-11-29,2024-08-12,TRUE,FALSE
2815,Lapsing Members,4,1,444,6.97056810403833,1.2163415794481447,6.255470980019029,79.5,0.34752616555661275,0,7,0.7142857142857143,0.8571428571428571,0,497.30994291151285,2862,7,2018-11-11,2024-08-13,TRUE,FALSE
28211,Remote Collectors,3,3,1180,4.257357973990418,4.87,32.142,84.36363636363636,0.9740000000000001,0,8,0.6,0.4,0,2711.6160000000004,2784,5,2021-07-29,2022-08-08,FALSE,FALSE
2823,Lapsing Members,4,3,79,6.954140999315538,0.7420763917106866,6.530272247054043,72.9090909090909,0.445245835026412,0,7,0.2,0.6,0,476.11621292157656,3208,5,2018-11-17,2025-08-13,TRUE,FALSE
2826,Remote Collectors,3,3,434,6.959616700889802,2.599027514231499,26.163543643263758,77.35761589403974,0.1732685009487666,0.1732685009487666,12,0.26666666666666666,0.06666666666666667,0.3333333333333333,2444.125474383302,14106,15,2018-11-15,2024-08-23,FALSE,FALSE
2827,Lapsing Members,4,3,262,6.954140999315538,1.4430421422300264,10.582309043020192,84.34848484848484,0.16033801580333626,0,11,0.7777777777777778,0.1111111111111111,0,892.6017339771729,5567,9,2018-11-17,2025-02-11,TRUE,FALSE
2828,Remote Collectors,3,1,638,6.9486652977412735,2.691315789473684,26.528684210526315,82.68840579710145,0.7689473684210526,0,12,0.42857142857142855,0.7857142857142857,0.2857142857142857,2193.6146052631575,11411,14,2018-11-19,2024-02-01,TRUE,FALSE
2830,Remote Collectors,3,2,95,6.945927446954141,2.692260442260442,43.076167076167074,87.93402777777777,0.7478501228501229,0,12,0.2222222222222222,0.2777777777777778,0.3333333333333333,3787.860872235872,25325,18,2018-11-20,2025-07-28,FALSE,FALSE
2837,Remote Collectors,3,3,640,6.954140999315538,2.691315789473684,26.14421052631579,85.06617647058823,0.5767105263157895,0,12,0.35714285714285715,0.21428571428571427,0,2223.9880263157893,11569,14,2018-11-17,2024-01-30,TRUE,FALSE
2844,Lapsing Members,4,1,1044,8.238193018480493,2.9740458015267177,8.736259541984733,66.91489361702128,2.0446564885496183,0,11,0.125,1,0.0625,614.0512366412214,3303.52,16,2017-08-05,2022-12-22,TRUE,FALSE
2846,Lapsing Members,4,1,633,6.945927446954141,3.0693277310924367,16.30580357142857,80.4,1.1509978991596639,0,11,0.5,0.8125,0,1310.986607142857,6834,16,2018-11-20,2024-02-06,TRUE,FALSE
2848,Estate Regulars,1,2,87,6.910335386721424,4.046676241280262,23.530672958555602,79.93949044585987,1.0491382847763644,0.1498768978251949,12,0.14814814814814814,0.6666666666666666,0.37037037037037035,2000.9315244152647,13350.5,27,2018-12-03,2025-08-05,FALSE,FALSE
2850,Remote Collectors,3,3,80,6.937713894592744,2.2325794621026898,22.028117359413205,78.35810810810811,0.29767726161369196,0.14883863080684598,11,0.4666666666666667,0.2,0.26666666666666666,1774.6536002444989,11923.34,15,2018-11-23,2025-08-12,TRUE,FALSE
2852,Lapsing Members,4,3,81,6.929500342231348,1.341734693877551,7.901326530612245,80.9245283018868,0.14908163265306124,0,6,0.6666666666666666,0,0.2222222222222222,639.4111224489797,4289,9,2018-11-26,2025-08-11,FALSE,FALSE
2853,Remote Collectors,3,3,80,6.93223819301848,2.2344004893964113,15.49184339314845,84.57692307692308,0.2979200652528548,0,12,0.4,0.13333333333333333,0.06666666666666667,1322.7531729200653,8879.92,15,2018-11-25,2025-08-12,FALSE,FALSE
2857,Lapsing Members,4,3,722,7.660506502395619,1.407514450867052,4.222543352601156,78.29166666666667,0.703757225433526,0,7,0.375,0.625,0,346.17466040462426,1967.58,8,2018-03-04,2023-11-09,FALSE,FALSE
2859,Lapsing Members,4,3,80,6.91854893908282,1.1941152431548836,7.463220269718022,81.52,0.14926440539436045,0,5,0.875,0,0,608.4017163874132,4076,8,2018-11-30,2025-08-12,FALSE,FALSE
2860,Lapsing Members,4,3,63,6.839151266255989,1.65,4.6499999999999995,75.29032258064517,0.8999999999999999,0.15,7,0.09090909090909091,1,0.09090909090909091,357.09299999999996,2380.62,11,2018-12-29,2025-08-29,TRUE,TRUE
2862,Lapsing Members,4,3,82,9.423682409308693,2.0654017857142857,8.587723214285715,73.9493670886076,0.5435267857142857,0,10,0.3157894736842105,0.3157894736842105,0.21052631578947367,648.8883660714285,5969.24,19,2016-05-29,2025-08-10,FALSE,FALSE
2867,Lapsing Members,4,3,435,6.896646132785763,2.1031669865642995,18.40271113243762,85.48571428571428,0.35052783109404995,0,10,0.75,0.16666666666666666,0,1573.1689059500961,8976,12,2018-12-08,2024-08-22,FALSE,FALSE
2868,Estate Regulars,1,2,87,6.896646132785763,5.556846217105263,21.626644736842103,83.69444444444444,2.703330592105263,0.15018503289473684,12,0.10810810810810811,0.32432432432432434,0.21621621621621623,2264.339740953947,15077,37,2018-12-08,2025-08-05,TRUE,FALSE
2869,Lapsing Members,4,1,84,6.896646132785763,1.65,6.6,80.75,0.6,0,7,0.45454545454545453,0.9090909090909091,0.09090909090909091,549.732,3664.88,11,2018-12-08,2025-08-08,TRUE,FALSE
2881,Remote Collectors,3,2,95,6.401095140314853,3.2567989300044586,33.056509139545255,84.21182266009852,0.32567989300044586,0.32567989300044586,12,0.2,0.3,0.45,2878.1048640214003,17674.440000000002,20,2019-06-07,2025-07-28,FALSE,FALSE
2882,Lapsing Members,4,1,671,6.8583162217659135,2.7881679389312977,6.572110141766631,74.57575757575758,1.3940839694656488,0,9,0.2857142857142857,0.7142857142857143,0,582.0420065430753,2922.5600000000004,14,2018-12-22,2023-12-30,TRUE,FALSE
2883,Lapsing Members,4,3,444,6.841889117043121,1.955109489051095,10.308759124087592,77.75862068965517,0.17773722627737226,0,8,0.5454545454545454,0.09090909090909091,0.2727272727272727,801.594890510949,4510,11,2018-12-28,2024-08-13,FALSE,FALSE
28836,Remote Collectors,3,3,87,11.14031485284052,2.2014063284781518,10.089779005524862,77.33636363636364,0.8255273731793069,0,9,0.041666666666666664,0.6666666666666666,0.20833333333333334,780.3068181818181,8507,24,2014-09-10,2025-08-05,TRUE,FALSE
2885,Remote Collectors,3,3,263,6.844626967830253,3.5920876173446583,34.94121591417077,86.59813084112149,0.48983012963790795,0.3265534197586053,12,0.5,0.09090909090909091,0.3181818181818182,3305.047161376844,20242,22,2018-12-27,2025-02-10,FALSE,FALSE
2887,Lapsing Members,4,3,118,6.836413415468857,1.5353089533417401,4.60592686002522,78.66666666666667,0.9211853720050441,0,6,0.2,0.8,0,606.2290226986128,3948.58,10,2018-12-30,2025-07-05,TRUE,FALSE
2892,Remote Collectors,3,1,809,6.836413415468857,2.596563981042654,20.33975118483412,78.02127659574468,0.43276066350710896,0.21638033175355448,11,0.25,0.5,0.25,1671.3216824644549,7724,12,2018-12-30,2023-08-14,TRUE,FALSE
2893,Remote Collectors,3,3,82,6.836413415468857,2.117391304347826,14.821739130434782,81.1734693877551,0.3024844720496894,0.1512422360248447,9,0.42857142857142855,0.35714285714285715,0.35714285714285715,1206.6574440993788,7978.3099999999995,14,2018-12-30,2025-08-10,TRUE,FALSE
2894,Lapsing Members,4,1,1180,6.836413415468857,2.2186788154897497,11.648063781321184,81.52380952380952,1.1093394077448748,0,10,0.375,0.625,0,949.5945330296128,3424,8,2018-12-30,2022-08-08,TRUE,FALSE
2896,Lapsing Members,4,3,770,6.825462012320329,0.6359547301218804,0.8479396401625072,63,0.4239698200812536,0,2,0,0.6666666666666666,0,53.420197330237954,252,3,2019-01-03,2023-09-22,FALSE,FALSE
2897,Lapsing Members,4,3,1180,6.822724161533197,1.3919588414634145,6.124618902439024,78.0909090909091,0.8351753048780488,0,7,0.4,0.6,0,552.2596703506098,1983.75,5,2019-01-04,2022-08-08,TRUE,TRUE
2899,Lapsing Members,4,3,87,6.8172484599589325,0.9119850187265918,3.799937578027466,77.36,0.4559925093632959,0,8,0.3333333333333333,0.6666666666666666,0,301.0492946317104,1980.62,6,2019-01-06,2025-08-05,TRUE,FALSE
2900,Lapsing Members,4,1,833,10.861054072553046,1.9812539885130822,8.624282067645181,75.44594594594595,0.5827217613273772,0,10,0.17647058823529413,0.7058823529411765,0,650.6671186981494,5583,17,2014-12-21,2023-07-21,TRUE,FALSE
2901,Estate Regulars,1,2,86,6.633812457221081,4.844993581514762,23.75609756097561,85.88815789473684,1.09403080872914,0.7814505776636713,11,0.12903225806451613,0.4838709677419355,0.3548387096774194,2282.0888767650836,14601.62,31,2019-03-14,2025-08-06,TRUE,FALSE
2902,New Members,2,3,80,6.778918548939083,2.896389816360601,10.061143572621035,78.46969696969697,1.524415692821369,0,7,0.3684210526315789,1,0,789.494887312187,5179,19,2019-01-20,2025-08-12,TRUE,FALSE
2903,Lapsing Members,4,3,998,6.7734428473648185,2.2271341463414633,18.311991869918696,78.48648648648648,0.24745934959349591,0,11,0.6666666666666666,0,0,1437.2439024390242,5808,9,2019-01-22,2023-02-06,FALSE,FALSE
2904,Remote Collectors,3,3,260,6.781656399726215,2.6359945872801083,16.31021650879567,83.68686868686869,0.49424898511502036,0.32949932341001353,11,0.625,0.3125,0.0625,1385.8115493910689,8411.619999999999,16,2019-01-19,2025-02-13,TRUE,FALSE
2906,Remote Collectors,3,3,85,6.6420260095824775,3.120461341307134,34.32507475437847,68.26472727272726,0.15602306706535668,0,12,0.25,0,0.3,2495.3143571123446,15993.239999999996,20,2019-03-11,2025-08-07,FALSE,FALSE
2907,Remote Collectors,3,3,991,6.80082135523614,3.1803415941058275,23.48559946416611,81.71875,0.24464166108506363,0.48928332217012727,11,0.6923076923076923,0.3076923076923077,0.07692307692307693,2232.355157401206,9125,13,2019-01-12,2023-02-13,TRUE,FALSE
2912,Lapsing Members,4,1,1007,6.76249144421629,1.7476076555023923,8.238721804511279,77.96969696969697,0.7489747095010253,0,6,0.5714285714285714,1,0,654.0097095010253,2619.62,7,2019-01-26,2023-01-28,TRUE,TRUE
2913,Lapsing Members,4,3,85,6.778918548939083,1.6803638644918444,10.082183186951067,70.89393939393939,0.1527603513174404,0,8,0.5454545454545454,0.09090909090909091,0.2727272727272727,728.3155269761605,4767.7,11,2019-01-20,2025-08-07,TRUE,FALSE
2914,Lapsing Members,4,3,80,6.778918548939083,0.4573247078464107,5.183013355592655,73.71764705882353,0.3048831385642738,0,7,0.3333333333333333,1,0,382.0795492487479,2506.4,3,2019-01-20,2025-08-12,TRUE,FALSE
2917,Estate Regulars,1,3,1082,6.776180698151951,3.4086503948312994,15.994436468054559,80.98360655737704,2.0976310122038764,0,9,0.3076923076923077,0.5384615384615384,0.07692307692307693,1317.2912993539123,5023.92,13,2019-01-21,2022-11-14,FALSE,FALSE
2919,Estate Regulars,1,2,87,6.803559206023272,4.112489574645538,23.913365304420353,79.99617834394904,1.3708298582151794,0.304628857381151,12,0.2222222222222222,0.7407407407407407,0.18518518518518517,2043.2066722268557,13414.4,27,2019-01-11,2025-08-05,FALSE,FALSE
2925,Lapsing Members,4,1,1107,6.765229295003422,2.1422287390029324,7.230021994134897,76.48148148148148,1.3388929618768328,0,7,0.25,1,0,552.9627932551319,2065,8,2019-01-25,2022-10-20,TRUE,FALSE
2926,Lapsing Members,4,3,80,6.765229295003422,1.6803638644918444,10.84598494353827,74.87323943661971,0.6110414052697616,0,9,0.5454545454545454,0.7272727272727273,0.09090909090909091,812.0740276035132,5316,11,2019-01-25,2025-08-12,TRUE,FALSE
2928,Lapsing Members,4,3,268,6.76249144421629,2.3222070844686646,12.938010899182562,81.57692307692308,0.4976158038147139,0.16587193460490463,10,0.5714285714285714,0.5,0.07142857142857142,1109.5737670299727,6689.34,14,2019-01-26,2025-02-05,TRUE,FALSE
2931,Lapsing Members,4,3,80,6.743326488706366,1.379458665547629,15.78713806126731,81.01941747572816,0.30654637012169533,0,10,0.6666666666666666,0.2222222222222222,0,1279.0647293327738,8345,9,2019-02-02,2025-08-12,TRUE,FALSE
